area_name,area_type,ref_period,crime_or_offence,measure_type,value
Clackmannanshire,Local Authority,2020/2021,offences-group-8-seat-belt-offences,count,10
Na h-Eileanan Siar,Local Authority,2020/2021,offences-group-8-other-road-traffic-offences,count,33
Clackmannanshire,Local Authority,2020/2021,offences-group-8-other-road-traffic-offences,count,146
Na h-Eileanan Siar,Local Authority,2020/2021,offences-group-7-wildlife-offences,count,5
Na h-Eileanan Siar,Local Authority,2020/2021,offences-group-7-other-misc-offences,count,1
Na h-Eileanan Siar,Local Authority,2020/2021,offences-group-7-environmental-offences,count,7
Na h-Eileanan Siar,Local Authority,2020/2021,offences-group-7-licensing-offences,count,6
Na h-Eileanan Siar,Local Authority,2020/2021,offences-group-8-driving-under-the-influence,count,30
Na h-Eileanan Siar,Local Authority,2020/2021,offences-group-8-speeding,count,74
Na h-Eileanan Siar,Local Authority,2020/2021,all-group-8-road-traffic-offences,count,472
Na h-Eileanan Siar,Local Authority,2020/2021,offences-group-8-dangerous-and-careless-driving,count,83
Clackmannanshire,Local Authority,2020/2021,offences-group-7-community-and-public-order-offences,count,121
Clackmannanshire,Local Authority,2020/2021,all-group-7-miscellaneous-offences,count,195
Clackmannanshire,Local Authority,2020/2021,offences-group-7-licensing-offences,count,13
Clackmannanshire,Local Authority,2020/2021,offences-group-7-environmental-offences,count,13
Clackmannanshire,Local Authority,2020/2021,offences-group-6-threatening-and-abusive-behaviour,count,484
Clackmannanshire,Local Authority,2020/2021,all-group-6-antisocial-offences,count,521
Clackmannanshire,Local Authority,2020/2021,offences-group-6-drunkenness-and-other-disorderly-conduct,count,8
Clackmannanshire,Local Authority,2020/2021,offences-group-6-racially-aggravated-conduct,count,26
Clackmannanshire,Local Authority,2020/2021,offences-group-8-speeding,count,98
Clackmannanshire,Local Authority,2020/2021,offences-group-8-driving-under-the-influence,count,63
Clackmannanshire,Local Authority,2020/2021,offences-group-8-vehicle-defect-offences,count,33
Clackmannanshire,Local Authority,2020/2021,offences-group-8-unlawful-use-of-vehicle,count,345
Clackmannanshire,Local Authority,2020/2021,offences-group-7-other-misc-offences,count,34
Clackmannanshire,Local Authority,2020/2021,offences-group-7-wildlife-offences,count,14
Clackmannanshire,Local Authority,2020/2021,offences-group-8-dangerous-and-careless-driving,count,52
Clackmannanshire,Local Authority,2020/2021,all-group-8-road-traffic-offences,count,753
Stirling,Local Authority,2020/2021,crimes-group-5-other-crimes-against-society,count,1
Stirling,Local Authority,2020/2021,all-group-6-antisocial-offences,count,701
Stirling,Local Authority,2020/2021,crimes-group-5-drugs-supply,count,97
Stirling,Local Authority,2020/2021,crimes-group-5-drugs-possession,count,506
Stirling,Local Authority,2020/2021,offences-group-6-drunkenness-and-other-disorderly-conduct,count,17
Stirling,Local Authority,2020/2021,all-group-7-miscellaneous-offences,count,390
Stirling,Local Authority,2020/2021,offences-group-6-threatening-and-abusive-behaviour,count,649
Stirling,Local Authority,2020/2021,offences-group-6-racially-aggravated-conduct,count,26
Stirling,Local Authority,2020/2021,all-group-4-damage-and-reckless-behaviour,count,643
Stirling,Local Authority,2020/2021,crimes-group-4-vandalism,count,515
Stirling,Local Authority,2020/2021,crimes-group-2-indecent-photos-of-children,count,10
Stirling,Local Authority,2020/2021,crimes-group-3-theft-of-a-motor-vehicle,count,51
Stirling,Local Authority,2020/2021,crimes-group-5-weapons-possession-not-used,count,50
Stirling,Local Authority,2020/2021,crimes-group-5-weapons-possession-used,count,70
Stirling,Local Authority,2020/2021,crimes-group-4-reckless-conduct,count,75
Stirling,Local Authority,2020/2021,all-group-5-crimes-against-society,count,1037
Stirling,Local Authority,2020/2021,offences-group-8-vehicle-defect-offences,count,136
Stirling,Local Authority,2020/2021,offences-group-8-seat-belt-offences,count,28
Stirling,Local Authority,2020/2021,offences-group-8-speeding,count,476
Stirling,Local Authority,2020/2021,offences-group-8-unlawful-use-of-vehicle,count,515
Na h-Eileanan Siar,Local Authority,2020/2021,all-group-7-miscellaneous-offences,count,36
Na h-Eileanan Siar,Local Authority,2020/2021,offences-group-7-community-and-public-order-offences,count,17
Stirling,Local Authority,2020/2021,offences-group-8-mobile-phone-offences,count,11
Stirling,Local Authority,2020/2021,offences-group-8-other-road-traffic-offences,count,389
Stirling,Local Authority,2020/2021,offences-group-7-licensing-offences,count,16
Stirling,Local Authority,2020/2021,offences-group-7-wildlife-offences,count,30
Stirling,Local Authority,2020/2021,offences-group-7-community-and-public-order-offences,count,117
Stirling,Local Authority,2020/2021,offences-group-7-environmental-offences,count,36
Stirling,Local Authority,2020/2021,offences-group-8-dangerous-and-careless-driving,count,168
Stirling,Local Authority,2020/2021,offences-group-8-driving-under-the-influence,count,102
Stirling,Local Authority,2020/2021,offences-group-7-other-misc-offences,count,191
Stirling,Local Authority,2020/2021,all-group-8-road-traffic-offences,count,1825
Aberdeen City,Local Authority,2020/2021,offences-group-6-racially-aggravated-conduct,count,83
Aberdeen City,Local Authority,2020/2021,offences-group-6-drunkenness-and-other-disorderly-conduct,count,31
Aberdeen City,Local Authority,2020/2021,all-group-6-antisocial-offences,count,1906
Aberdeen City,Local Authority,2020/2021,offences-group-6-threatening-and-abusive-behaviour,count,1750
Aberdeen City,Local Authority,2020/2021,offences-group-7-environmental-offences,count,56
Aberdeen City,Local Authority,2020/2021,offences-group-7-licensing-offences,count,32
Aberdeen City,Local Authority,2020/2021,all-group-7-miscellaneous-offences,count,580
Aberdeen City,Local Authority,2020/2021,offences-group-7-community-and-public-order-offences,count,434
Aberdeen City,Local Authority,2020/2021,all-group-5-crimes-against-society,count,3598
Aberdeen City,Local Authority,2020/2021,crimes-group-5-weapons-possession-not-used,count,165
Aberdeen City,Local Authority,2020/2021,crimes-group-4-vandalism,count,1695
Aberdeen City,Local Authority,2020/2021,crimes-group-4-reckless-conduct,count,96
Aberdeen City,Local Authority,2020/2021,crimes-group-5-drugs-possession,count,1658
Aberdeen City,Local Authority,2020/2021,crimes-group-5-other-crimes-against-society,count,5
Aberdeen City,Local Authority,2020/2021,crimes-group-5-weapons-possession-used,count,213
Aberdeen City,Local Authority,2020/2021,crimes-group-5-drugs-supply,count,361
Aberdeen City,Local Authority,2020/2021,offences-group-8-other-road-traffic-offences,count,1055
North Lanarkshire,Local Authority,2020/2021,offences-group-6-urinating-etc,count,47
Aberdeen City,Local Authority,2020/2021,offences-group-8-seat-belt-offences,count,98
Aberdeen City,Local Authority,2020/2021,offences-group-8-mobile-phone-offences,count,91
North Lanarkshire,Local Authority,2020/2021,crimes-group-4-fire-raising,count,238
North Lanarkshire,Local Authority,2020/2021,crimes-group-3-other-dishonesty,count,423
North Lanarkshire,Local Authority,2020/2021,crimes-coronavirus-restrictions,count,1485
North Lanarkshire,Local Authority,2020/2021,crimes-group-5-crimes-against-public-justice,count,2017
Aberdeen City,Local Authority,2020/2021,all-group-8-road-traffic-offences,count,6413
Aberdeen City,Local Authority,2020/2021,offences-group-8-dangerous-and-careless-driving,count,695
Aberdeen City,Local Authority,2020/2021,offences-group-7-wildlife-offences,count,50
Aberdeen City,Local Authority,2020/2021,offences-group-7-other-misc-offences,count,8
Aberdeen City,Local Authority,2020/2021,offences-group-8-unlawful-use-of-vehicle,count,2011
Aberdeen City,Local Authority,2020/2021,offences-group-8-vehicle-defect-offences,count,574
Aberdeen City,Local Authority,2020/2021,offences-group-8-driving-under-the-influence,count,625
Aberdeen City,Local Authority,2020/2021,offences-group-8-speeding,count,1264
Clackmannanshire,Local Authority,2020/2021,crimes-group-2-indecent-photos-of-children,count,6
Clackmannanshire,Local Authority,2020/2021,crimes-group-2-threatening-to-or-disclosing-intimate-images,count,10
Clackmannanshire,Local Authority,2020/2021,all-group-4-damage-and-reckless-behaviour,count,594
Clackmannanshire,Local Authority,2020/2021,crimes-group-3-theft-of-a-motor-vehicle,count,27
Clackmannanshire,Local Authority,2020/2021,crimes-group-1-other-non-sexual-violence,count,47
Clackmannanshire,Local Authority,2020/2021,crimes-group-1-domestic-abuse-scotland-act-2018,count,10
Clackmannanshire,Local Authority,2020/2021,crimes-group-2-communicating-indecently,count,10
Clackmannanshire,Local Authority,2020/2021,crimes-group-2-causing-to-view-sexual-activity-or-images,count,24
Clackmannanshire,Local Authority,2020/2021,crimes-group-5-drugs-supply,count,68
Clackmannanshire,Local Authority,2020/2021,crimes-group-5-weapons-possession-used,count,55
Clackmannanshire,Local Authority,2020/2021,crimes-group-5-other-crimes-against-society,count,1
Clackmannanshire,Local Authority,2020/2021,crimes-group-5-drugs-possession,count,247
Clackmannanshire,Local Authority,2020/2021,crimes-group-4-reckless-conduct,count,64
Clackmannanshire,Local Authority,2020/2021,crimes-group-4-vandalism,count,504
Clackmannanshire,Local Authority,2020/2021,crimes-group-5-weapons-possession-not-used,count,55
Clackmannanshire,Local Authority,2020/2021,all-group-5-crimes-against-society,count,727
Aberdeen City,Local Authority,2020/2021,crimes-group-2-causing-to-view-sexual-activity-or-images,count,97
Aberdeen City,Local Authority,2020/2021,crimes-group-2-communicating-indecently,count,82
Aberdeen City,Local Authority,2020/2021,crimes-group-1-domestic-abuse-scotland-act-2018,count,146
Aberdeen City,Local Authority,2020/2021,crimes-group-1-other-non-sexual-violence,count,122
Aberdeen City,Local Authority,2020/2021,crimes-group-3-theft-of-a-motor-vehicle,count,168
Aberdeen City,Local Authority,2020/2021,all-group-4-damage-and-reckless-behaviour,count,1938
Aberdeen City,Local Authority,2020/2021,crimes-group-2-threatening-to-or-disclosing-intimate-images,count,40
Aberdeen City,Local Authority,2020/2021,crimes-group-2-indecent-photos-of-children,count,48
Clackmannanshire,Local Authority,2020/2021,crimes-group-1-causing-death-by-driving-dangerously,count,1
Clackmannanshire,Local Authority,2020/2021,crimes-group-1-murder-and-culpable-homicide,count,1
Clackmannanshire,Local Authority,2020/2021,crimes-group-1-common-assault,count,568
Clackmannanshire,Local Authority,2020/2021,crimes-group-1-serious-assault-and-attempted-murder,count,62
Aberdeen City,Local Authority,2020/2021,crimes-group-1-serious-assault-and-attempted-murder,count,149
Aberdeen City,Local Authority,2020/2021,crimes-group-1-common-assault,count,2505
Aberdeen City,Local Authority,2020/2021,crimes-group-1-murder-and-culpable-homicide,count,1
Aberdeen City,Local Authority,2020/2021,crimes-group-1-causing-death-by-driving-dangerously,count,1
Orkney Islands,Local Authority,2020/2021,crimes-group-4-reckless-conduct,count,4
Orkney Islands,Local Authority,2020/2021,crimes-group-4-vandalism,count,56
Orkney Islands,Local Authority,2020/2021,crimes-group-5-weapons-possession-not-used,count,1
Orkney Islands,Local Authority,2020/2021,all-group-5-crimes-against-society,count,114
Orkney Islands,Local Authority,2020/2021,crimes-group-2-indecent-photos-of-children,count,3
Orkney Islands,Local Authority,2020/2021,crimes-group-2-threatening-to-or-disclosing-intimate-images,count,5
Orkney Islands,Local Authority,2020/2021,all-group-4-damage-and-reckless-behaviour,count,62
Orkney Islands,Local Authority,2020/2021,crimes-group-3-theft-of-a-motor-vehicle,count,7
Orkney Islands,Local Authority,2020/2021,offences-group-6-threatening-and-abusive-behaviour,count,46
Orkney Islands,Local Authority,2020/2021,all-group-6-antisocial-offences,count,59
Orkney Islands,Local Authority,2020/2021,offences-group-6-drunkenness-and-other-disorderly-conduct,count,2
Orkney Islands,Local Authority,2020/2021,offences-group-6-racially-aggravated-conduct,count,0
Orkney Islands,Local Authority,2020/2021,crimes-group-5-drugs-supply,count,15
Orkney Islands,Local Authority,2020/2021,crimes-group-5-weapons-possession-used,count,6
Orkney Islands,Local Authority,2020/2021,crimes-group-5-other-crimes-against-society,count,0
Orkney Islands,Local Authority,2020/2021,crimes-group-5-drugs-possession,count,66
Na h-Eileanan Siar,Local Authority,2020/2021,crimes-group-1-serious-assault-and-attempted-murder,count,5
Na h-Eileanan Siar,Local Authority,2020/2021,crimes-group-1-common-assault,count,160
Na h-Eileanan Siar,Local Authority,2020/2021,crimes-group-1-murder-and-culpable-homicide,count,0
Na h-Eileanan Siar,Local Authority,2020/2021,crimes-group-1-causing-death-by-driving-dangerously,count,1
Na h-Eileanan Siar,Local Authority,2020/2021,crimes-group-2-causing-to-view-sexual-activity-or-images,count,9
Na h-Eileanan Siar,Local Authority,2020/2021,crimes-group-2-communicating-indecently,count,14
Na h-Eileanan Siar,Local Authority,2020/2021,crimes-group-1-domestic-abuse-scotland-act-2018,count,1
Na h-Eileanan Siar,Local Authority,2020/2021,crimes-group-1-other-non-sexual-violence,count,10
Orkney Islands,Local Authority,2020/2021,crimes-group-1-other-non-sexual-violence,count,5
Orkney Islands,Local Authority,2020/2021,crimes-group-1-domestic-abuse-scotland-act-2018,count,1
Orkney Islands,Local Authority,2020/2021,crimes-group-2-communicating-indecently,count,2
Orkney Islands,Local Authority,2020/2021,crimes-group-2-causing-to-view-sexual-activity-or-images,count,7
Orkney Islands,Local Authority,2020/2021,crimes-group-1-causing-death-by-driving-dangerously,count,0
Orkney Islands,Local Authority,2020/2021,crimes-group-1-murder-and-culpable-homicide,count,0
Orkney Islands,Local Authority,2020/2021,crimes-group-1-common-assault,count,93
Orkney Islands,Local Authority,2020/2021,crimes-group-1-serious-assault-and-attempted-murder,count,2
South Lanarkshire,Local Authority,2020/2021,offences-group-8-driving-under-the-influence,count,521
South Lanarkshire,Local Authority,2020/2021,offences-group-8-speeding,count,732
South Lanarkshire,Local Authority,2020/2021,all-group-8-road-traffic-offences,count,5106
South Lanarkshire,Local Authority,2020/2021,offences-group-8-dangerous-and-careless-driving,count,637
South Lanarkshire,Local Authority,2020/2021,offences-group-8-seat-belt-offences,count,60
South Lanarkshire,Local Authority,2020/2021,offences-group-8-mobile-phone-offences,count,68
South Lanarkshire,Local Authority,2020/2021,offences-group-8-unlawful-use-of-vehicle,count,2008
South Lanarkshire,Local Authority,2020/2021,offences-group-8-vehicle-defect-offences,count,87
South Lanarkshire,Local Authority,2020/2021,all-group-7-miscellaneous-offences,count,709
South Lanarkshire,Local Authority,2020/2021,offences-group-7-community-and-public-order-offences,count,530
South Lanarkshire,Local Authority,2020/2021,offences-group-6-racially-aggravated-conduct,count,64
South Lanarkshire,Local Authority,2020/2021,offences-group-6-drunkenness-and-other-disorderly-conduct,count,539
South Lanarkshire,Local Authority,2020/2021,offences-group-7-wildlife-offences,count,100
South Lanarkshire,Local Authority,2020/2021,offences-group-7-other-misc-offences,count,8
South Lanarkshire,Local Authority,2020/2021,offences-group-7-environmental-offences,count,29
South Lanarkshire,Local Authority,2020/2021,offences-group-7-licensing-offences,count,42
Orkney Islands,Local Authority,2020/2021,offences-group-7-other-misc-offences,count,0
Orkney Islands,Local Authority,2020/2021,offences-group-7-wildlife-offences,count,8
Orkney Islands,Local Authority,2020/2021,offences-group-8-dangerous-and-careless-driving,count,26
Orkney Islands,Local Authority,2020/2021,all-group-8-road-traffic-offences,count,318
Orkney Islands,Local Authority,2020/2021,offences-group-7-community-and-public-order-offences,count,13
Orkney Islands,Local Authority,2020/2021,all-group-7-miscellaneous-offences,count,30
Orkney Islands,Local Authority,2020/2021,offences-group-7-licensing-offences,count,4
Orkney Islands,Local Authority,2020/2021,offences-group-7-environmental-offences,count,5
Orkney Islands,Local Authority,2020/2021,offences-group-8-mobile-phone-offences,count,0
Orkney Islands,Local Authority,2020/2021,offences-group-8-seat-belt-offences,count,11
South Lanarkshire,Local Authority,2020/2021,offences-group-8-other-road-traffic-offences,count,993
Orkney Islands,Local Authority,2020/2021,offences-group-8-other-road-traffic-offences,count,31
Orkney Islands,Local Authority,2020/2021,offences-group-8-speeding,count,71
Orkney Islands,Local Authority,2020/2021,offences-group-8-driving-under-the-influence,count,12
Orkney Islands,Local Authority,2020/2021,offences-group-8-vehicle-defect-offences,count,63
Orkney Islands,Local Authority,2020/2021,offences-group-8-unlawful-use-of-vehicle,count,104
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-4-vandalism,count,1004
Dumfries and Galloway,Local Authority,2020/2021,all-group-4-damage-and-reckless-behaviour,count,1174
Dumfries and Galloway,Local Authority,2020/2021,all-group-5-crimes-against-society,count,2134
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-4-reckless-conduct,count,103
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-2-threatening-to-or-disclosing-intimate-images,count,27
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-2-communicating-indecently,count,66
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-3-theft-of-a-motor-vehicle,count,41
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-2-indecent-photos-of-children,count,13
Dumfries and Galloway,Local Authority,2020/2021,all-group-6-antisocial-offences,count,1836
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-5-other-crimes-against-society,count,4
Dumfries and Galloway,Local Authority,2020/2021,offences-group-6-racially-aggravated-conduct,count,32
Dumfries and Galloway,Local Authority,2020/2021,offences-group-6-threatening-and-abusive-behaviour,count,1716
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-5-weapons-possession-used,count,117
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-5-weapons-possession-not-used,count,103
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-5-drugs-possession,count,1054
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-5-drugs-supply,count,153
Stirling,Local Authority,2020/2021,crimes-group-1-common-assault,count,651
Stirling,Local Authority,2020/2021,crimes-group-1-domestic-abuse-scotland-act-2018,count,37
Stirling,Local Authority,2020/2021,crimes-group-1-causing-death-by-driving-dangerously,count,2
Stirling,Local Authority,2020/2021,crimes-group-1-serious-assault-and-attempted-murder,count,54
Stirling,Local Authority,2020/2021,crimes-group-2-communicating-indecently,count,10
Stirling,Local Authority,2020/2021,crimes-group-2-threatening-to-or-disclosing-intimate-images,count,12
Stirling,Local Authority,2020/2021,crimes-group-1-other-non-sexual-violence,count,43
Stirling,Local Authority,2020/2021,crimes-group-2-causing-to-view-sexual-activity-or-images,count,39
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-1-domestic-abuse-scotland-act-2018,count,64
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-1-common-assault,count,1524
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-2-causing-to-view-sexual-activity-or-images,count,73
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-1-other-non-sexual-violence,count,96
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-1-murder-and-culpable-homicide,count,0
Stirling,Local Authority,2020/2021,crimes-group-1-murder-and-culpable-homicide,count,0
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-1-serious-assault-and-attempted-murder,count,65
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-1-causing-death-by-driving-dangerously,count,0
Na h-Eileanan Siar,Local Authority,2020/2021,crimes-group-5-drugs-possession,count,108
Na h-Eileanan Siar,Local Authority,2020/2021,crimes-group-5-other-crimes-against-society,count,1
Na h-Eileanan Siar,Local Authority,2020/2021,crimes-group-5-weapons-possession-used,count,6
Na h-Eileanan Siar,Local Authority,2020/2021,crimes-group-5-drugs-supply,count,6
Na h-Eileanan Siar,Local Authority,2020/2021,offences-group-6-racially-aggravated-conduct,count,1
Na h-Eileanan Siar,Local Authority,2020/2021,offences-group-6-drunkenness-and-other-disorderly-conduct,count,4
Na h-Eileanan Siar,Local Authority,2020/2021,all-group-6-antisocial-offences,count,111
Na h-Eileanan Siar,Local Authority,2020/2021,offences-group-6-threatening-and-abusive-behaviour,count,105
Na h-Eileanan Siar,Local Authority,2020/2021,crimes-group-3-theft-of-a-motor-vehicle,count,10
Na h-Eileanan Siar,Local Authority,2020/2021,all-group-4-damage-and-reckless-behaviour,count,117
Na h-Eileanan Siar,Local Authority,2020/2021,crimes-group-2-threatening-to-or-disclosing-intimate-images,count,1
Na h-Eileanan Siar,Local Authority,2020/2021,crimes-group-2-indecent-photos-of-children,count,8
Na h-Eileanan Siar,Local Authority,2020/2021,all-group-5-crimes-against-society,count,209
Na h-Eileanan Siar,Local Authority,2020/2021,crimes-group-5-weapons-possession-not-used,count,6
Na h-Eileanan Siar,Local Authority,2020/2021,crimes-group-4-vandalism,count,101
Na h-Eileanan Siar,Local Authority,2020/2021,crimes-group-4-reckless-conduct,count,4
Dumfries and Galloway,Local Authority,2020/2021,offences-group-7-wildlife-offences,count,72
Dumfries and Galloway,Local Authority,2020/2021,offences-group-7-licensing-offences,count,39
Dumfries and Galloway,Local Authority,2020/2021,all-group-8-road-traffic-offences,count,7009
Dumfries and Galloway,Local Authority,2020/2021,offences-group-7-other-misc-offences,count,77
Dumfries and Galloway,Local Authority,2020/2021,all-group-7-miscellaneous-offences,count,485
Dumfries and Galloway,Local Authority,2020/2021,offences-group-6-drunkenness-and-other-disorderly-conduct,count,46
Dumfries and Galloway,Local Authority,2020/2021,offences-group-7-environmental-offences,count,14
Dumfries and Galloway,Local Authority,2020/2021,offences-group-7-community-and-public-order-offences,count,283
Dumfries and Galloway,Local Authority,2020/2021,offences-group-8-seat-belt-offences,count,74
Dumfries and Galloway,Local Authority,2020/2021,offences-group-8-vehicle-defect-offences,count,515
Dumfries and Galloway,Local Authority,2020/2021,offences-group-8-other-road-traffic-offences,count,325
Dumfries and Galloway,Local Authority,2020/2021,offences-group-8-mobile-phone-offences,count,110
Dumfries and Galloway,Local Authority,2020/2021,offences-group-8-driving-under-the-influence,count,147
Dumfries and Galloway,Local Authority,2020/2021,offences-group-8-dangerous-and-careless-driving,count,616
Dumfries and Galloway,Local Authority,2020/2021,offences-group-8-unlawful-use-of-vehicle,count,2065
Dumfries and Galloway,Local Authority,2020/2021,offences-group-8-speeding,count,3157
Highland,Local Authority,2020/2021,offences-group-7-other-misc-offences,count,4
Highland,Local Authority,2020/2021,all-group-8-road-traffic-offences,count,7274
Highland,Local Authority,2020/2021,offences-group-7-licensing-offences,count,45
Highland,Local Authority,2020/2021,offences-group-7-wildlife-offences,count,70
Highland,Local Authority,2020/2021,offences-group-8-driving-under-the-influence,count,636
Highland,Local Authority,2020/2021,offences-group-8-speeding,count,2250
Highland,Local Authority,2020/2021,offences-group-8-dangerous-and-careless-driving,count,585
Highland,Local Authority,2020/2021,offences-group-6-racially-aggravated-conduct,count,22
Highland,Local Authority,2020/2021,offences-group-6-drunkenness-and-other-disorderly-conduct,count,45
Highland,Local Authority,2020/2021,offences-group-6-threatening-and-abusive-behaviour,count,1197
Highland,Local Authority,2020/2021,offences-group-7-community-and-public-order-offences,count,249
Highland,Local Authority,2020/2021,offences-group-7-environmental-offences,count,49
Highland,Local Authority,2020/2021,all-group-7-miscellaneous-offences,count,417
Dundee City,Local Authority,2020/2021,offences-group-7-community-and-public-order-offences,count,374
Dundee City,Local Authority,2020/2021,all-group-7-miscellaneous-offences,count,458
Dundee City,Local Authority,2020/2021,offences-group-7-licensing-offences,count,34
Dundee City,Local Authority,2020/2021,offences-group-7-environmental-offences,count,14
Dundee City,Local Authority,2020/2021,offences-group-6-racially-aggravated-conduct,count,94
Dundee City,Local Authority,2020/2021,offences-group-6-threatening-and-abusive-behaviour,count,1674
Dundee City,Local Authority,2020/2021,offences-group-6-drunkenness-and-other-disorderly-conduct,count,14
Highland,Local Authority,2020/2021,offences-group-8-vehicle-defect-offences,count,696
Highland,Local Authority,2020/2021,offences-group-8-seat-belt-offences,count,104
Highland,Local Authority,2020/2021,offences-group-8-unlawful-use-of-vehicle,count,2252
Highland,Local Authority,2020/2021,offences-group-8-other-road-traffic-offences,count,661
Dundee City,Local Authority,2020/2021,offences-group-7-wildlife-offences,count,33
Highland,Local Authority,2020/2021,offences-group-8-mobile-phone-offences,count,90
Highland,Local Authority,2020/2021,crimes-group-1-domestic-abuse-scotland-act-2018,count,82
Highland,Local Authority,2020/2021,crimes-group-1-other-non-sexual-violence,count,95
Highland,Local Authority,2020/2021,crimes-group-1-serious-assault-and-attempted-murder,count,110
Highland,Local Authority,2020/2021,crimes-group-1-common-assault,count,1800
Highland,Local Authority,2020/2021,crimes-group-2-communicating-indecently,count,43
Highland,Local Authority,2020/2021,crimes-group-2-threatening-to-or-disclosing-intimate-images,count,22
Highland,Local Authority,2020/2021,crimes-group-2-causing-to-view-sexual-activity-or-images,count,58
Moray,Local Authority,2020/2021,crimes-group-1-serious-assault-and-attempted-murder,count,30
Moray,Local Authority,2020/2021,crimes-group-1-causing-death-by-driving-dangerously,count,0
City of Edinburgh,Local Authority,2020/2021,offences-group-8-other-road-traffic-offences,count,1825
Highland,Local Authority,2020/2021,crimes-group-1-murder-and-culpable-homicide,count,5
Highland,Local Authority,2020/2021,crimes-group-1-causing-death-by-driving-dangerously,count,3
Moray,Local Authority,2020/2021,crimes-group-1-murder-and-culpable-homicide,count,0
Highland,Local Authority,2020/2021,crimes-group-5-weapons-possession-used,count,76
Highland,Local Authority,2020/2021,crimes-group-5-drugs-supply,count,156
Highland,Local Authority,2020/2021,crimes-group-5-weapons-possession-not-used,count,162
Highland,Local Authority,2020/2021,crimes-group-5-other-crimes-against-society,count,10
Highland,Local Authority,2020/2021,all-group-6-antisocial-offences,count,1286
Highland,Local Authority,2020/2021,crimes-group-5-drugs-possession,count,1427
Highland,Local Authority,2020/2021,crimes-group-3-theft-of-a-motor-vehicle,count,78
Highland,Local Authority,2020/2021,all-group-4-damage-and-reckless-behaviour,count,1382
Highland,Local Authority,2020/2021,crimes-group-2-indecent-photos-of-children,count,22
Highland,Local Authority,2020/2021,crimes-group-4-reckless-conduct,count,72
Highland,Local Authority,2020/2021,all-group-5-crimes-against-society,count,2682
Highland,Local Authority,2020/2021,crimes-group-4-vandalism,count,1262
Renfrewshire,Local Authority,2020/2021,crimes-group-4-vandalism,count,1227
Renfrewshire,Local Authority,2020/2021,crimes-group-4-reckless-conduct,count,76
Renfrewshire,Local Authority,2020/2021,crimes-group-3-theft-of-a-motor-vehicle,count,138
Renfrewshire,Local Authority,2020/2021,all-group-4-damage-and-reckless-behaviour,count,1428
Renfrewshire,Local Authority,2020/2021,crimes-group-5-weapons-possession-not-used,count,180
Renfrewshire,Local Authority,2020/2021,crimes-group-5-weapons-possession-used,count,173
Renfrewshire,Local Authority,2020/2021,all-group-5-crimes-against-society,count,2557
Renfrewshire,Local Authority,2020/2021,crimes-group-1-other-non-sexual-violence,count,63
Renfrewshire,Local Authority,2020/2021,crimes-group-2-causing-to-view-sexual-activity-or-images,count,61
Renfrewshire,Local Authority,2020/2021,crimes-group-1-domestic-abuse-scotland-act-2018,count,24
Renfrewshire,Local Authority,2020/2021,crimes-group-2-threatening-to-or-disclosing-intimate-images,count,18
Renfrewshire,Local Authority,2020/2021,crimes-group-2-indecent-photos-of-children,count,11
Renfrewshire,Local Authority,2020/2021,crimes-group-2-communicating-indecently,count,53
Renfrewshire,Local Authority,2020/2021,offences-group-7-community-and-public-order-offences,count,257
Renfrewshire,Local Authority,2020/2021,offences-group-7-environmental-offences,count,15
Renfrewshire,Local Authority,2020/2021,offences-group-6-drunkenness-and-other-disorderly-conduct,count,295
Renfrewshire,Local Authority,2020/2021,all-group-7-miscellaneous-offences,count,333
Renfrewshire,Local Authority,2020/2021,offences-group-7-wildlife-offences,count,27
Renfrewshire,Local Authority,2020/2021,offences-group-7-other-misc-offences,count,2
Renfrewshire,Local Authority,2020/2021,offences-group-7-licensing-offences,count,32
Renfrewshire,Local Authority,2020/2021,crimes-group-5-drugs-possession,count,1106
Renfrewshire,Local Authority,2020/2021,crimes-group-5-other-crimes-against-society,count,1
Renfrewshire,Local Authority,2020/2021,crimes-group-5-drugs-supply,count,174
Renfrewshire,Local Authority,2020/2021,offences-group-6-threatening-and-abusive-behaviour,count,1565
Renfrewshire,Local Authority,2020/2021,offences-group-6-racially-aggravated-conduct,count,40
Renfrewshire,Local Authority,2020/2021,all-group-6-antisocial-offences,count,1914
Dundee City,Local Authority,2020/2021,crimes-group-4-vandalism,count,1649
